Street Address,City,ZIP,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,Latitude,Longitude,ID,EV Connector Types,Facility Type
41000 Bob Hope Dr,Rancho Mirage,92270,Public,24 hours daily; for customer use only,,2,,,33.743247,-116.40711,113279,TESLA,HOTEL
6900 Frank Sinatra Dr,Rancho Mirage,92270,Public,24 hours daily; for customer use only; see valet for access,,2,,,33.766795,-116.458213,113280,J1772 TESLA,HOTEL
71333 Dinah Shore Dr,Rancho Mirage,92270,Public,24 hours daily; for customer use only; see front desk for access,,5,,,33.801057,-116.41903,113281,J1772 TESLA,HOTEL
71-700 Hwy 111,Rancho Mirage,92270,Public,24 hours daily; for customer use only; see front desk for access,,3,,,33.742493,-116.413022,113282,J1772 TESLA,HOTEL
7337 Murieta Dr,Rancho Murieta,95683,Public - Call ahead,24 hours daily; for customer use only,,1,,,38.491637,-121.099523,113283,J1772,INN
16236 San Dieguito Rd,Rancho Santa Fe,92067,Public,24 hours daily; for customer use only; see front desk for access,,4,,,32.996541,-117.193444,113284,J1772 TESLA,SHOPPING_CENTER
5951 Linea Del Cielo,Rancho Santa Fe,92067,Public,24 hours daily; for customer use only; see front desk for access,,2,,,33.018591,-117.205192,113285,TESLA,INN
203 Antelope Blvd,Red Bluff,96080,Public,24 hours daily; for customer use only,,3,,,40.181629,-122.220238,113286,J1772 TESLA,HOTEL
2300 Hilltop Dr,Redding,96002,Public,24 hours daily; for customer use only,,2,,,40.574272,-122.359085,113289,TESLA,HOTEL
1015 W Colton Ave,Redlands,92374,Public,24 hours daily; for customer use only; see front desk for access,,4,,,34.062283,-117.196954,113290,J1772 TESLA,HOTEL
655 N. Harbor Dr,Redondo Beach,90277,Public,24 hours daily; for customer use only; see valet for access,,2,,,33.849779,-118.396137,113291,J1772 TESLA,HOTEL
3400 Market St,Riverside,92501,Public,24 hours daily; for customer use only,,4,,,33.985977,-117.372784,113292,J1772 TESLA,HOTEL
67  Golf Course Dr W,Rohnert Park,94928,Public - Call ahead,24 hours daily; for customer use only,,3,,,38.363845,-122.716398,113293,J1772 TESLA,HOTEL
888 Montebello Blvd,Rosemead,91770,Public,24 hours daily,,1,,,34.037166,-118.080798,113294,TESLA,HOTEL
18880 Gale Ave,Rowland Heights,91748,Public,24 hours daily; for customer use only,,2,,,33.994878,-117.892312,113295,TESLA,HOTEL
875 Rutherford Pl,Rutherford,94558,Public,24 hours daily; available with reservation only; see front desk for access,,3,,,38.468311,-122.404909,113296,J1772 TESLA,BREWERY_DISTILLERY_WINERY
8815 Conn Creek Rd,Rutherford,94573,Public - Call ahead,24 hours daily; for customer use only,,2,,,38.47357714619592,-122.40261169709777,113297,TESLA,BREWERY_DISTILLERY_WINERY
1209 L St,Sacramento,95814,Public,24 hours daily,,8,,,38.577428,-121.491085,113298,J1772 TESLA,HOTEL
500 J St,Sacramento,95814,Public,24 hours daily; for customer use only; see valet for access,,4,,,38.581384,-121.499471,113299,TESLA,HOTEL
1645 River Rd,Salinas,93908,Public,24 hours daily,,2,,,36.482388,-121.486553,113300,J1772 TESLA,BREWERY_DISTILLERY_WINERY
65340 Los Lobos Rd,San Ardo,93450,Public - Call ahead,24 hours daily; for customer use only,,4,,,35.97365079786711,-120.9000813082123,113301,J1772 TESLA,SHOPPING_CENTER
421 El Camino Real,San Bruno,94066,Public,24 hours daily; for customer use only; see front desk for access,,3,,,37.621822,-122.412259,113302,J1772 TESLA,HOTEL
1055 1st Ave,San Diego,92101,Public,24 hours daily; for customer use only; see front desk for access,,2,,,32.716458,-117.163517,113303,TESLA,HOTEL
11480 N Torrey Pines Rd,San Diego,92037,Public - Call ahead,24 hours daily; for customer use only,,2,,,32.905731,-117.243853,113304,TESLA,HOTEL
11520 W Bernardo Ct,San Diego,92127,Public,24 hours daily; for customer use only; see front desk for access,,4,,,33.021116,-117.082574,113305,TESLA,HOTEL
1380 Harbor Island Dr,San Diego,92101,Public,24 hours daily; for customer use only; see valet for access,,3,,,32.725455,-117.199944,113306,J1772 TESLA,HOTEL
1404 Vacation Rd,San Diego,92109,Public,24 hours daily; for customer use only; see valet for access,,3,,,32.775393,-117.238827,113307,J1772 TESLA,HOTEL
1441 Quivira Rd,San Diego,92109,Public,24 hours daily; for customer use only; see front desk for access,,3,,,32.765666,-117.240448,113308,J1772 TESLA,HOTEL
1551 Shelter Island Dr,San Diego,92106,Public,24 hours daily; for customer use only; see front desk for access,,6,,,32.711586,-117.230117,113309,TESLA,HOTEL
2000 Spindrift Dr,San Diego,92037,Public,24 hours daily; for customer use only; see front desk for access,,4,,,32.852295,-117.260906,113310,TESLA,HOTEL
2548 Kettner Blvd,San Diego,92101,Public,24 hours daily; pay lot; see valet for access,,12,,,32.730669,-117.172641,113311,J1772 TESLA,PARKING_GARAGE
326 Broadway,San Diego,92101,Public,24 hours daily; for customer use only; see valet for access,,3,,,32.716075,-117.161533,113312,TESLA,HOTEL
411 Hotel Circle S,San Diego,92108,Public - Call ahead,24 hours daily; for customer use only,,2,,,32.759833,-117.164853,113314,J1772 TESLA,HOTEL
421  West B St,San Diego,92101,Public,24 hours daily; for customer use only; see valet for access,,3,,,32.717542,-117.16689,113315,J1772 TESLA,HOTEL
4550 La Jolla Village Dr,San Diego,92122,Public,24 hours daily; for customer use only; see front desk for access,,3,,,32.87458,-117.208542,113316,J1772 TESLA,HOTEL
4610 De Soto St,San Diego,92109,Public,24 hours daily; for customer use only; see front desk for access,,1,,,32.807299,-117.217827,113318,TESLA,HOTEL
5300 Grand Del Mar Ct,San Diego,92130,Public,24 hours daily; for customer use only; see valet for access,,4,,,32.938409,-117.197364,113319,TESLA,HOTEL
5400 Kearny Mesa Rd,San Diego,92111,Public,24 hours daily; for customer use only; see front desk for access,,2,,,32.83364,-117.143637,113320,J1772 TESLA,HOTEL
550 J St,San Diego,92101,Public,24 hours daily; pay lot,,6,,,32.70957,-117.159189,113321,J1772 TESLA,HOTEL
723 Felspar St,San Diego,92109,Public - Call ahead,24 hours daily; for customer use only,,3,,,32.79688,-117.256607,113322,J1772 TESLA,HOTEL
8110 Camino Del Oro,San Diego,92037,Public,24 hours daily; for customer use only; see front desk for access,,2,,,32.855049,-117.258046,113323,TESLA,HOTEL
900 Bayfront Ct,San Diego,92101,Public,24 hours daily; pay lot,,4,,,32.717029,-117.171733,113324,J1772 TESLA,PARKING_GARAGE
910 Prospect St,San Diego,92037,Public,24 hours daily; for customer use only; see valet for access,,3,,,32.847206,-117.275534,113325,J1772 TESLA,HOTEL
9700 North Torrey Pines Rd,San Diego,92037,Public,24 hours daily; for customer use only; see valet for access,,6,,,32.88381,-117.244163,113327,J1772 TESLA,HOTEL
101 Second St.,San Francisco,94111,Public,24 hours daily; see valet for access,,2,,,37.78808,-122.399144,113330,TESLA,HOTEL
101 California St,San Francisco,94111,Public,24 hours daily; see valet for access,,2,,,37.792949,-122.398099,113331,TESLA,HOTEL
115 Battery St,San Francisco,94111,Public,24 hours daily; see valet for access,,1,,,37.792364,-122.399999,113332,TESLA,PARKING_GARAGE
1625 Post St,San Francisco,94115,Public,24 hours daily; for customer use only; see valet for access,,2,,,37.785393,-122.42857,113333,J1772 TESLA,HOTEL
1800 Sutter St,San Francisco,94115,Public,24 hours daily; for customer use only; see front desk for access,,2,,,37.786809,-122.430326,113334,TESLA,HOTEL
222 Sansome St,San Francisco,94104,Public,24 hours daily; for customer use only; see valet for access,,1,,,37.792602,-122.400439,113335,TESLA,HOTEL
333 O'Farrell St,San Francisco,94102,Public,24 hours daily; for customer use only; see front desk for access,,2,,,37.785979,-122.410846,113336,J1772 TESLA,HOTEL
335 Powell St,San Francisco,94102,Public,24 hours daily; for customer use only; see valet for access,,2,,,37.787809,-122.408674,113337,TESLA,HOTEL
50 3rd St,San Francisco,94103,Public,24 hours daily; for customer use only; see valet for access,,1,,,37.786525,-122.403093,113338,TESLA,HOTEL
600 Stockton St,San Francisco,94108,Public,24 hours daily; for customer use only; see front desk for access,,2,,,37.791841,-122.40684,113339,J1772 TESLA,HOTEL
780 Mission St,San Francisco,94103,Public,24 hours daily; for customer use only; see valet for access,,3,,,37.785049,-122.404104,113340,J1772 TESLA,HOTEL
950 Mason St,San Francisco,94108,Public,24 hours daily; for customer use only; see valet for access,,3,,,37.792307,-122.410899,113342,J1772 TESLA,HOTEL
999 California St,San Francisco,94108,Public,24 hours daily; for customer use only; see valet for access,,2,,,37.791647,-122.410802,113343,TESLA,HOTEL
Sloat Blvd & Great Hwy,San Francisco,94132,Public,24 hours daily; pay lot,,10,,,37.73311008019102,-122.50516605620578,113344,J1772 TESLA,OTHER_ENTERTAINMENT
1250  Aviation Ave,San Jose,95110,Public,24 hours daily; for customer use only,,12,,,37.357352,-121.930116,113345,J1772 TESLA,AIRPORT
170 S Market St,San Jose,95113,Public,24 hours daily; for customer use only; see valet for access,,2,,,37.333145,-121.888784,113346,TESLA,HOTEL
2585 Seaboard Ave,San Jose,95131,Public,24 hours daily; for customer use only; see front desk for access,,4,,,37.378153,-121.939178,113347,J1772 TESLA,HOTEL
2660 Monterey Hwy,San Jose,95111,Public,24 hours daily; for customer use only; see front desk for access,,2,,,37.296524,-121.853744,113348,J1772 TESLA,HOTEL
301 S Market St,San Jose,95113,Public,24 hours daily; for customer use only; see front desk for access,,6,,,37.330123,-121.888201,113349,J1772 TESLA,HOTEL
75 Headquarters Dr,San Jose,95134,Public,24 hours daily; for customer use only; see front desk for access,,4,,,37.416505,-121.952968,113350,TESLA,HOTEL
510 Lewelling Blvd,San Leandro,94579,Public,24 hours daily; for customer use only; see front desk for access,,8,,,37.685759,-122.132622,113351,TESLA,HOTEL
4910 Edna Rd,San Luis Obispo,94301,Public,24 hours daily; for customer use only; see front desk for access,,2,,,35.235912,-120.621362,113354,TESLA,BREWERY_DISTILLERY_WINERY
1025 La Bonita Dr,San Marcos,92078,Public,24 hours daily; for customer use only,,2,,,33.124599,-117.207571,113355,J1772 TESLA,HOTEL
1035 La Bonita Dr,San Marcos,92078,Public - Call ahead,24 hours daily; for customer use only,,3,,,33.124036,-117.207958,113356,J1772 TESLA,RESTAURANT
1556 Camino Del Arroyo,San Marcos,92078,Public,24 hours daily; for customer use only,,3,,,33.121012,-117.216102,113357,J1772 TESLA,REC_SPORTS_FACILITY
1 Cordevalle Club Dr,San Martin,95046,Public,24 hours daily; for customer use only; see front desk for access,,20,,,37.068092,-121.63246,113358,J1772 TESLA,HOTEL
2323 San Ramon Valley Blvd,San Ramon,94583,Public,24 hours daily; for customer use only; see front desk for access,,4,,,37.777934,-121.977947,113359,TESLA,HOTEL
750 Hearst Castle Rd,San Simeon,93452,Public,24 hours daily,,12,,,35.650849,-121.186111,113360,J1772 TESLA,HOTEL
9280 Castillo Dr,San Simeon,93452,Public,24 hours daily; for customer use only; see front desk for access,,1,,,35.613575,-121.143402,113361,TESLA,HOTEL
1111 E Cabrillo Blvd,Santa Barbara,93103,Public,24 hours daily; for customer use only; see front desk for access,,3,,,34.417553,-119.66905,113362,TESLA,HOTEL
1295 Coast Village Rd,Santa Barbara,93108,Public,24 hours daily; for customer use only; see valet for access,,4,,,34.421101,-119.640445,113364,TESLA,INN
31 W Carrillo St,Santa Barbara,93101,Public,24 hours daily; for customer use only; see valet for access,,3,,,34.420505,-119.702837,113365,TESLA,HOTEL
336 W Cabrillo Blvd,Santa Barbara,93101,Public,24 hours daily,,1,,,34.408608,-119.693944,113366,TESLA,HOTEL
36 State St,Santa Barbara,93101,Public,24 hours daily; for customer use only; see valet for access,,4,,,34.413143,-119.689803,113367,TESLA,HOTEL
433 Corona Del Mar Dr,Santa Barbara,93103,Public,24 hours daily; for customer use only; see front desk for access,,2,,,34.418311,-119.671314,113368,J1772 TESLA,HOTEL
633 E Cabrillo Blvd,Santa Barbara,93103,Public,24 hours daily; for customer use only,,6,,,34.416109,-119.676571,113369,J1772 TESLA,HOTEL
800 Alvarado Pl,Santa Barbara,93103,Public,24 hours daily; for customer use only; see valet for access,,4,,,34.439276,-119.703618,113370,TESLA,HOTEL
2700 Mission College Blvd,Santa Clara,95054,Public,24 hours daily; for customer use only,,2,,,37.392116,-121.97433,113371,J1772 TESLA,HOTEL
2877 Lakeside Dr,Santa Clara,95054,Public,24 hours daily; for customer use only; see front desk for access,,6,,,37.383576,-121.979285,113372,J1772 TESLA,HOTEL
323 Martin Ave,Santa Clara,95050,Public,24 hours daily; for member use only; see front desk for access,,4,,,37.364636,-121.939317,113373,TESLA,AIRPORT
3915 Rivermark Plaza,Santa Clara,95054,Public,24 hours daily; for customer use only; see front desk for access,,2,,,37.394451,-121.945493,113374,TESLA,HOTEL
1 Chaminade Ln,Santa Cruz,95065,Public,24 hours daily; for customer use only; see front desk for access,,10,,,36.998926,-121.984788,113376,J1772 TESLA,HOTEL
1410 Ocean St,Santa Cruz,95060,Public,24 hours daily; for customer use only; see front desk for access,,2,,,36.984303,-122.022545,113377,TESLA,HOTEL
3455 Skyway Dr,Santa Maria,93455,Public,24 hours daily; for customer use only; see front desk for access,,2,,,34.89588,-120.441945,113379,TESLA,HOTEL
5391 Presquile Dr,Santa Maria,93455,Public,24 hours daily; for customer use only; see front desk for access,,2,,,34.865122,-120.368227,113380,J1772 TESLA,BREWERY_DISTILLERY_WINERY
101 Wilshire Blvd,Santa Monica,90401,Public,24 hours daily; for customer use only; see valet for access,,4,,,34.01711,-118.501107,113381,J1772 TESLA,HOTEL
1111 2nd St,Santa Monica,90403,Public,24 hours daily; for customer use only; see valet for access,,1,,,34.018794,-118.501062,113382,TESLA,HOTEL
1255 20th St,Santa Monica,90404,Public,24 hours daily; for customer use only; see front desk for access,,2,,,34.030445,-118.481495,113383,TESLA,HOTEL
1301 Ocean Ave,Santa Monica,90401,Public,24 hours daily; for customer use only; see valet for access,,4,,,34.015445,-118.499105,113384,J1772 TESLA,HOTEL
1700  Ocean Ave,Santa Monica,90401,Public,24 hours daily; for customer use only; see valet for access,,5,,,34.009092,-118.493067,113385,J1772 TESLA,HOTEL
1740 Ocean Ave,Santa Monica,90401,Public,24 hours daily; for customer use only; see valet for access,,6,,,34.008505,-118.491877,113386,J1772 TESLA,HOTEL
1819 Ocean Ave,Santa Monica,90401,Public,24 hours daily; for customer use only; see valet for access,,4,,,34.00845,-118.490338,113387,J1772 TESLA,HOTEL
3102 Pico Blvd,Santa Monica,90405,Public,24 hours daily; for customer use only; see front desk for access,,3,,,34.025807,-118.456551,113388,J1772 TESLA,HOTEL
425 Colorado Ave,Santa Monica,90401,Public,24 hours daily; for customer use only; see front desk for access,,3,,,34.014383,-118.491664,113389,TESLA,HOTEL
501 Colorado Ave,Santa Monica,90401,Public,24 hours daily; for customer use only; see front desk for access,,3,,,34.015042,-118.491169,113390,TESLA,HOTEL
530 Pico Blvd,Santa Monica,90405,Public,24 hours daily; for customer use only; see valet for access,,4,,,34.010613,-118.48543,113391,J1772 TESLA,HOTEL
1 Pico Blvd,Santa Monica,90405,Public,24 hours daily; for customer use only; see valet for access,,2,,,34.007204,-118.491461,113392,TESLA,HOTEL
1500 Santa Rose Ave,Santa Rosa,95404,Public,24 hours daily; for customer use only,,2,,,38.426058,-122.736016,113393,TESLA,HOTEL
170 Railroad St,Santa Rosa,95401,Public,24 hours daily; for customer use only; see front desk for access,,2,,,38.435876,-122.719813,113394,TESLA,HOTEL
2191 Laguna Rd,Santa Rosa,95401,Public,24 hours daily; for customer use only,,2,,,38.468798,-122.850738,113395,TESLA,BREWERY_DISTILLERY_WINERY
3339 Hartman Rd,Santa Rosa,95401,Public - Call ahead,24 hours daily; for customer use only,,2,,,38.476738,-122.797884,113396,J1772 TESLA,BREWERY_DISTILLERY_WINERY
4257 Petaluma Hill Rd,Santa Rosa,95404,Public,24 hours daily; for customer use only; see front desk for access,,2,,,38.393524,-122.693487,113397,TESLA,INN
4350  Barnes Rd,Santa Rosa,95403,Public - Call ahead,24 hours daily; for customer use only,,2,,,38.495143,-122.758702,113398,J1772 TESLA,INN
6000 Flightline Dr,Santa Rosa,95403,Public,24 hours daily,,3,,,38.50946913955539,-122.80419360517124,113399,J1772 TESLA,AIRPORT
1121 Edison St,Santa Ynez,93460,Public,24 hours daily; for customer use only; see front desk for access,,2,,,34.613461,-120.08222,113400,TESLA,INN
3627 Sagunto Street,Santa Ynez,93460,Public,24 hours daily; for customer use only; see front desk for access,,1,,,34.613065,-120.079067,113401,TESLA,INN
601 Murray Cir,Sausalito,94965,Public,24 hours daily; for customer use only; see front desk for access,,2,,,37.837674,-122.479424,113402,TESLA,HOTEL
801 Bridgeway,Sausalito,94965,Public,24 hours daily; for customer use only; see valet for access,,1,,,37.857075,-122.481156,113403,TESLA,HOTEL
60 Sea Walk Dr,Sea Ranch,95497,Public,24 hours daily; for customer use only; see front desk for access,,3,,,38.68013543552006,-123.42865418252563,113404,J1772 TESLA,HOTEL
12850 Seal Beach Blvd,Seal Beach,90740,Public,24 hours daily; for customer use only; see front desk for access,,4,,,33.776791,-118.071752,113405,J1772 TESLA,HOTEL
7749 KOA Rd,Shingletown,96088,Public,24 hours daily; for customer use only; see front desk for access,,2,,,40.511265,-121.812099,113408,TESLA,HOTEL
514 Via de la Valle,Solana Beach,92075,Public,24 hours daily; for customer use only; see front desk for access,,1,,,32.980668,-117.25994,113410,TESLA,RESTAURANT
717 S Hwy 101,Solana Beach,92075,Public,24 hours daily; see front desk for access,,6,,,32.982895,-117.270353,113411,J1772 TESLA,HOTEL
1455 Mission Dr,Solvang,93463,Public - Call ahead,24 hours daily; for customer use only,,2,,,34.595569,-120.146949,113412,TESLA,HOTEL
271 Alisal Rd,Solvang,93463,Public,24 hours daily; for customer use only; see front desk for access,,1,,,34.590973,-120.140692,113413,TESLA,INN
100 Boyes Blvd,Sonoma,95476,Public,24 hours daily; for customer use only; see valet for access,,6,,,38.31433,-122.483323,113415,TESLA,HOTEL
28700 Arnold Dr,Sonoma,95476,Public,24 hours daily; for customer use only,,3,,,38.173182,-122.450688,113416,J1772 TESLA,BREWERY_DISTILLERY_WINERY
3939 Lovall Valley Rd,Sonoma,95476,Public,24 hours daily; for customer use only; see front desk for access,,1,,,38.300409,-122.404582,113417,TESLA,BREWERY_DISTILLERY_WINERY
1001 Heavenly Village Way,South Lake Tahoe,96150,Public,24 hours daily; for customer use only; see valet for access,,1,,,38.955958,-119.943472,113418,TESLA,HOTEL
3300 Lake Tahoe Blvd,South Lake Tahoe,96150,Public,24 hours daily; for customer use only; see front desk for access,,4,,,38.945142,-119.9714,113423,J1772 TESLA,HOTEL
3860 Saddle Rd,South Lake Tahoe,96150,Public,24 hours daily,,2,,,38.932525,-119.934553,113426,J1772 TESLA,HOTEL
4100  Lake Tahoe Blvd,South Lake Tahoe,96150,Public,24 hours daily; for customer use only; see valet for access,,3,,,38.957597,-119.942903,113427,J1772 TESLA,HOTEL
4100 Pine Blvd,South Lake Tahoe,96150,Public,24 hours daily; for customer use only,,2,,,38.95945,-119.946578,113428,J1772 TESLA,HOTEL
4104 Lakeshore Blvd,South Lake Tahoe,96150,Public,24 hours daily; for customer use only; see valet for access,,1,,,38.960888,-119.949382,113429,TESLA,HOTEL
4143 Cedar Ave,South Lake Tahoe,96150,Public,24 hours daily; for customer use only; see front desk for access,,3,,,38.96003,-119.944593,113430,J1772 TESLA,HOTEL
100 Pratt Ave,St Helena,94574,Public - Call ahead,24 hours daily; for customer use only,,2,,,38.520076,-122.475091,113431,TESLA,BREWERY_DISTILLERY_WINERY
1902 Madrona Ave,St Helena,94574,Public,24 hours daily; for customer use only; see front desk for access,,1,,,38.500097,-122.478833,113432,TESLA,BREWERY_DISTILLERY_WINERY
1915  Main St,St Helena,94574,Public,24 hours daily; for customer use only; see valet for access,,3,,,38.509265,-122.47873,113433,TESLA,HOTEL
200 Taplin Rd,St Helena,94574,Public - Call ahead,24 hours daily; available with reservation only,,3,,,38.51174,-122.431762,113434,J1772 TESLA,BREWERY_DISTILLERY_WINERY
